,Date,SPY_Adj Close,SPY_EMA,SPY_RSI,SPY_MACD,SPY_Signal,SPY_MACD_minus_signal,XLE_Adj Close,XLU_Adj Close,XLK_Adj Close,XLB_Adj Close,XLP_Adj Close,XLY_Adj Close,XLI_Adj Close,XLC_Adj Close,XLV_Adj Close,XLF_Adj Close,XLRE_Adj Close,TLT_Adj Close,TLT_EMA,TLT_RSI,TLT_MACD,TLT_Signal,TLT_MACD_minus_signal,HYBL_Adj Close,SJNK_Adj Close,SPTI_Adj Close,cosine_sim,bertopic_num,LDA_1,LDA_2,LDA_3,LDA_4,LDA_5,LDA_6,LDA_7,LDA_8,LDA_9,LDA_max_value,w2v_1,w2v_2,w2v_3,w2v_4,w2v_5,w2v_mean,d2v_1,d2v_2,d2v_3,d2v_4,d2v_5,d2v_6,d2v_7,d2v_8,d2v_9,d2v_10,d2v_mean,d2v_umap_first_component,d2v_umap_second_component,USE_Score,Fisher_left,Plosser_left,Bernanke_left,Geithner_left,Yellen_left,Associate Director_left,Brexit_left,Jerome H. Powell_left,John C. Williams_left,Raphael W. Bostic_left,SecretaryMr_left,Lockhart_left,Cumming_left,GSE_left,KrosznerMs_left,PianaltoMr_left,Associate Directors_left,MMIFF_left,MBS_left,Lacker_left,B. Any_left,Dudley_left,Williams_left,Kohn_left,Sack_left,Bid_left,ChairmanMr_left,Duke_left,William C. Dudley_left,James Bullard_left,Thomas M. Hoenig_left,Hoenig_left,Ben Bernanke_left,Elizabeth Duke_left,Charles L. Evans_left,Richard W. Fisher_left,Sandra Pianalto_left,Daniel K. Tarullo_left,William B. English_left,Charles I. Plosser_left,Janet L. Yellen_left,Loretta J. Mester_left,Narayana Kocherlakota_left,Kocherlakota_left,Senior Adviser_left,Stanley Fischer_left,Brian F. Madigan_left,Patrick Harker_left,Tools_left,Mester_left,Counsel_left,Jeffrey M. Lacker_left,Kashkari_left,Mark L. Mullinix_left,Randal K. Quarles_left,Hurricanes Harvey_left,Irma_left,Maria_left,James A. Clouse_left,Esther L. George_left,Robert S. Kaplan_left,Neel Kashkari_left,YCT_left,FIMA_left,Thomas_left,Thomas Laubach_left,Chair Powell_left,COVID-19_left,Christopher J. Waller_left,Lisa D. Cook_left,Austan D. Goolsbee_left,Lorie K. Logan_left,Sent_TFMR,Fisher_right,Plosser_right,Bernanke_right,Geithner_right,Yellen_right,Associate Director_right,Brexit_right,Jerome H. Powell_right,John C. Williams_right,Raphael W. Bostic_right,SecretaryMr_right,Lockhart_right,Cumming_right,GSE_right,KrosznerMs_right,PianaltoMr_right,Associate Directors_right,MMIFF_right,MBS_right,Lacker_right,B. Any_right,Dudley_right,Williams_right,Kohn_right,Sack_right,Bid_right,ChairmanMr_right,Duke_right,William C. Dudley_right,James Bullard_right,Thomas M. Hoenig_right,Hoenig_right,Ben Bernanke_right,Elizabeth Duke_right,Charles L. Evans_right,Richard W. Fisher_right,Sandra Pianalto_right,Daniel K. Tarullo_right,William B. English_right,Charles I. Plosser_right,Janet L. Yellen_right,Loretta J. Mester_right,Narayana Kocherlakota_right,Kocherlakota_right,Senior Adviser_right,Stanley Fischer_right,Brian F. Madigan_right,Patrick Harker_right,Tools_right,Mester_right,Counsel_right,Jeffrey M. Lacker_right,Kashkari_right,Mark L. Mullinix_right,Randal K. Quarles_right,Hurricanes Harvey_right,Irma_right,Maria_right,James A. Clouse_right,Esther L. George_right,Robert S. Kaplan_right,Neel Kashkari_right,YCT_right,FIMA_right,Thomas_right,Thomas Laubach_right,Chair Powell_right,COVID-19_right,Christopher J. Waller_right,Lisa D. Cook_right,Austan D. Goolsbee_right,Lorie K. Logan_right,Return_Next_FOMC,Return_Next_FOMC XLE,Return_Next_FOMC XLU,Return_Next_FOMC XLK,Return_Next_FOMC XLB,Return_Next_FOMC XLP,Return_Next_FOMC XLY,Return_Next_FOMC XLI,Return_Next_FOMC XLC,Return_Next_FOMC XLV,Return_Next_FOMC XLF,Return_Next_FOMC XLRE,Return_Next_FOMC TLT,Return_Next_FOMC HYBL,Return_Next_FOMC SJNK,Return_Next_FOMC SPTI,Bull_Bear
0,2008-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.368,6.0,4.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0
1,2008-03-18,-0.04033288445837768,-0.032914105962768,-0.006084558894778991,-0.42461776850372235,-0.4901924576065073,-1.9626842070273274,0.03357106347671812,-0.027711167539378412,-0.04102466923998038,0.002456996588075855,0.008414394171148531,-0.045935694289450324,-0.007782490526785035,,-0.07195696944050545,-0.1332522917068656,,0.016294875447868007,0.004849551803620011,0.15848171687030366,-0.11077697797287589,-0.7505401284411563,-4.850453055528204,,,0.023079950502853386,inf,-0.6,-0.4994275898717371,2673.8852357119267,-0.2331532472957455,-0.9997676154857018,-0.23311327044905417,3.5576668242968355,-0.9994616618579447,-0.23315863209705545,-0.23309927461558155,0.33588589792928225,0.0330123422708255,-0.9505689306188817,0.13072199881466462,-1.5343771069250778,0.27143180017777313,-0.1640229193392464,3.336359140594066,-0.5855851052209118,0.6934506215895184,14.887062360813305,-1.2002491648590765,-0.9671912656214906,-0.9863619916962316,-0.19562926366604727,-8.372485655549,-0.5487552238070948,0.5955535219044814,1.1189841350777212,-12.595304050635646,-0.15008652299776948,-1.0,-1.0,-1.0,-1.0,-1.0,inf,inf,inf,inf,inf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11295532782890194,0.08797111929686863,0.09261751080536573,0.13518739957711856,0.06820087396731056,0.02367357220419186,0.1167756283889182,0.06583020045149779,,0.10032162853156923,0.23147893270183306,,-0.04754800502640133,,,-0.04482579722587787,1
2,2008-04-30,0.07262244337052426,0.06889158082039382,0.41837033832506343,-1.9238763566393757,-1.815797187958808,-3.266342248021396,0.12154218277358675,0.06490634326598732,0.09416273033713818,0.07065787055538642,0.03208796637534039,0.07083993409946787,0.058047709924712754,,0.028364659091063782,0.09822664099496747,,-0.03125312957853332,-0.021535902824699305,-0.2932404280739245,-1.7324478259502931,-2.3592718193537783,-1.4315881983535845,,,-0.021745846723024487,0.03970679167090818,1.5,2.3034115380544837,-0.9998208373141546,-0.3750420471302853,803.5009808123478,-0.3750948053488792,-0.2334943025023991,58.41124364159259,-0.3750685711058931,-0.3750519861077989,-0.010564976168375595,0.02245125801231418,24.36868961468074,-0.08023115392678126,-13.780113961440534,0.06380056344697471,0.32272493766057053,-1.4314873401335233,1.3746493608352326,-0.49391508612295987,-0.7457555149126437,-5.9724561017553395,28.491585449562248,76.40829582497999,0.42939602568154456,0.08425688964437206,1.1466539434205205,0.5169192813696577,-0.5439591026483117,-1.0724897489058323,0.012411211828698088,inf,inf,inf,inf,,-1.0,-1.0,-1.0,-1.0,-1.0,inf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4463519313304721,8.0,5.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15977448741578926,-0.23064775868641807,-0.14115273333379452,-0.16403707249659993,-0.15721799671424963,-0.03419345538955154,-0.1768237844589322,-0.15400420548071914,,-0.0023071210020741972,-0.28592763810401955,,0.030103528514803468,,,0.02657577805976552,0
3,2008-08-05,-0.087152044045265,-0.08451029208385064,-0.2069539591236369,-1.4918584599164295,-2.06570733580197,1.073898461393998,-0.10910557591283132,-0.0762463900678072,-0.06987434215946176,-0.08656012615886322,-0.002105489014211148,-0.10598385035946434,-0.09595649555600638,,0.026057538088989585,-0.18770099710905208,,-0.0011496010637298548,-0.0030001361721558872,0.18057181747631534,-1.0361519858729842,-1.0364760337678074,-1.0356621345800459,,,0.0048299313367410335,0.10600420138193378,0.0,-0.9802149367147169,1.5715685580928414,1.5716953476830877,5.684273096437292,1.571718611978703,-0.2108087869439993,30.82987752758494,1.5716899257013943,1.5715604588443903,-0.0545658124534949,-0.08275884550121038,0.07904096411171291,0.0033428197041711627,-0.5417828172075214,-0.12033198982833582,-0.028600824840084194,3.987516957299392,0.6141401681406946,-0.8064589259393533,0.5229545432432599,0.22481570169491705,0.48329694187463046,0.1904758463189451,-0.02033742327036958,-2.776601741710568,-0.13942763091420585,0.7524500265687648,-0.04203162096421875,-1.9444510414159202,0.0850471424472714,-1.0,-0.4,-0.6,-0.33333333333333337,,,,,,,0.0,inf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2857142857142857,0.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03917016112534333,0.022933467337315605,0.016447901228513362,-0.006100940128202059,0.03773163283664671,0.025302743931359784,0.1454958081048634,0.03928770120111014,,-0.05655987973212773,0.09772482175242525,,0.0717956932167324,,,0.019674283052774744,1
4,2008-09-16,-0.04798188291992167,-0.03213053476672212,-0.18823525709479338,1.0854764278727833,-0.31574026585076487,-2.1339146970850473,-0.08617210857551572,-0.05979848883929384,-0.07597528228766381,-0.048828493322216504,0.023197254917148635,0.03951195774539906,-0.056668794354896246,,-0.030502341643138142,-0.08997617535662683,,0.07064609215300255,0.06764300239027832,0.29391398982291417,82.01567572099131,118.46495851155082,25.6591364847507,,,0.024504214389515777,0.07100584863984083,0.0,-0.9843787415093077,0.09379123684821722,0.09378153381714616,0.28079868150275766,0.0938363921675649,0.0590463673437831,-0.8071742066729883,0.09382952801893563,0.09386501514596679,0.28079868150275766,0.0206378244499561,0.19429510075582468,0.0065971474659887175,0.11997795890059648,-0.11508891321409398,0.08569612368026536,0.1981483248786411,-0.010887643021755489,-1.4593370952735567,0.24540211212092689,0.0288024911101028,0.08151918221337007,0.004538994432764287,0.20521711492111283,0.2687366074712292,-0.006719497114808348,0.18873103271705727,0.02015723316845497,0.2995258650405528,0.025809279583042466,,-1.0,0.0,-1.0,,,,,,,-1.0,-1.0,inf,inf,inf,inf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3235294117647059,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1807186447827812,-0.19246829302686808,-0.11373526193554417,-0.14326881613934128,-0.28670375325216213,-0.19178709965887697,-0.329755967052508,-0.22066082278001953,,-0.14177135578223332,-0.16716679246152677,,-0.09339405478959417,,,-0.023896088873750942,0
5,2008-10-29,-0.22870052770270288,-0.2496790175861604,0.05931377842686536,3.336092029589966,7.029263127739993,-1.7843619576193341,-0.2786404016023838,-0.173533750774838,-0.2192440984270051,-0.33553224657437863,-0.16858984474172833,-0.2902440093071089,-0.2773296171349158,,-0.17227369742537146,-0.2571429678181536,,-0.022747962636591623,-0.008942811765777603,-0.30356030257291067,-0.9095908526099415,-0.8126890328652556,-1.5809914450822624,,,0.0006081255157648346,-0.08866633575934302,0.0,15.533668278899377,-0.45909370767915036,-0.4591370423339124,0.21058239641485654,-0.45910988775202155,-0.3021945282705307,-0.9406851528113978,-0.4591124015769763,-0.4591489207762577,0.21058239641485654,0.21931034341179845,-0.43569376436122187,-0.16688563504723286,-2.445507758741708,-0.5505154936525556,-0.1338370905910633,-0.9711174131235438,-0.5949249436552229,-11.480965203365836,-0.7143941894997575,-0.030960462412058742,-0.06011778271493218,-0.22661408444245656,-0.3560843577618015,-0.4510204726669087,0.13348456981621482,-0.4492547007069263,0.04605181327932395,-1.6684837241882118,-0.038398970237324304,,,0.5,inf,,,,,,,inf,,-1.0,-1.0,-1.0,-1.0,inf,inf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2352941176470588,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19632417452569484,0.2930206394352344,0.18668436292968837,0.17337486210059339,0.3121519402567702,0.16374471689353653,0.29727833420324556,0.24403319315814465,,0.15949453093921662,0.10470735855555802,,0.2644549480086331,,,0.053968701871429436,1
6,2008-12-16,-0.032376353177008044,-0.024441775702684687,0.1967187724078414,-0.9189151604789242,-0.7928157850284023,0.8707885724801832,0.014380237832850584,0.01315061215485036,-0.04586923632641171,-0.023380306317608457,-0.004845127848191799,0.007034324896136646,-0.03329642397677113,,-0.012779166486154847,-0.15243560926259558,,0.2417069853720415,0.2047236904860883,0.6974090912596296,36.98830985105805,17.686009185596237,-6.129067050679242,,,0.05457682738719427,0.06126359228436007,0.0,136.94046568679508,0.1985867875208478,0.19862860778852554,-0.8429354405082501,23.326620536005155,-0.930124999178698,237.47105460150883,14.691895123882075,0.1986638555761906,-0.34942393327044485,0.0007150334123677826,-0.06936617607643114,0.12094682966992809,-1.239538217063156,0.9642611767491314,0.046709768913371086,6.661201961163184,1.4896478212592643,-0.5820485870148135,0.42007726443165794,0.003994118025730797,-0.21345287383689338,0.06366507750822925,0.13379340941184625,1.1441554662815698,-0.11306175747422365,-0.29845345076786833,-0.05226805737580742,-0.4639487511067405,0.01610081150362408,,,-0.33333333333333337,-1.0,,,,,,,0.0,,inf,,,,0.0,-1.0,inf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2064516129032258,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.017715588590995424,-0.015400902193181576,0.02289110208619971,0.028482940819427816,-0.045165345551548386,-0.01685053211238441,-0.07582373682046883,-0.029382325135794196,,0.04876264916484574,-0.07710874530834122,,-0.3308554966214834,,,-0.06421226672975378,0
7,2009-01-28,-0.05009194176800347,-0.048592135110188006,-0.09780283581582672,1.5766114406511722,-0.2195605362442291,-1.2466303925445499,-0.0010206643603309917,0.03604171424105007,-0.017386295506983895,-0.06854565186915684,-0.021695659960576208,-0.06878941192433219,-0.06267874911256532,,0.03598348267869089,-0.2295443545709368,,-0.0891485112494419,-0.05332195737431322,-0.5653701558564211,-1.3161430217604881,-1.0530516067655693,-3.457199453815347,,,-0.009635439342559504,-0.026869823452076447,0.0,-0.9999484714571648,-0.8187207048492059,-0.8187148678069834,-0.9998422340514154,-0.9910679443528633,-0.9988495114479076,-0.9999619149720815,733.7711691391894,-0.8187315992177606,1.0209786994111898,0.07577271092180848,-0.5969484720786062,-0.191122876294899,-13.144430336407067,-0.7317009148430167,-0.23703827323685578,-4.425918403983312,-0.2525084679438204,3.8212450722751345,-3.0659797785794147,-0.46918553340456703,-1.4738302958101954,-0.024195605538837595,-0.4227653784022186,-0.1933196874995209,0.11245720681987814,-4.302609382243266,0.48957635299897717,-0.5365273441741323,-0.0454339366919454,,,-1.0,,,inf,,,,,-1.0,,-1.0,,,,-1.0,inf,1.3333333333333335,inf,inf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2482598607888631,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,15.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02572722644850267,-0.0897509012187695,-0.1795008423719744,0.016211947334871857,0.04040703421263636,-0.0531153313529209,0.010880884114198741,-0.08943730405631767,,-0.1275112768150396,0.14370669759450716,,0.06452239143661087,,,0.010756689914342976,0
8,2009-03-18,-0.07581916821650614,-0.09229313154124341,0.16992975555534695,-0.047862317194699355,1.1911515934911603,-6.210533189127562,-0.09077156557910049,-0.14345912813092432,-0.0011743481721120386,-0.02813861765652048,-0.07481099131349711,-0.05790852781013345,-0.152116053168883,,-0.0915277941363487,-0.08583765697642964,,-0.024626119812831027,-0.0429922606343065,0.3727611285097887,-0.45525238506853627,3.425358452026911,-1.1370879669853304,,,0.001121250571783472,-0.06270096047765827,0.0,40146.01721624399,5.017736146687318,5.017630685217195,10681.373986126608,659.0748752119604,1320.4884597438008,5.017723063610757,-0.9955415806703651,5.01782546255964,-0.24342990923031194,-0.06499146688494495,3.267862384305791,0.12401183293271578,-0.8670003782067814,2.317419029692174,0.3703168003567041,-1.4410579766609874,0.008429073472719484,-0.8862702704949721,-1.3369949773066114,1.0220640533031848,-2.7403428426160152,0.19226646310487872,0.935788926618403,0.32757318836131066,-0.06988487455199521,-1.2633355097943473,-0.2998554925160696,-0.8432247792740506,-0.006793480806953522,,,inf,,,-1.0,,,,,inf,,,,,,,-1.0,-0.2857142857142857,-1.0,-1.0,inf,inf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2950819672131147,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19427887247901654,0.15167147939261227,0.1796180533510039,0.14483366737321246,0.21668640365097291,0.12349166737150807,0.2877073720722676,0.36544016839230764,,0.10348520722032306,0.34179858650524797,,-0.010947028717619656,,,-0.0037518207476122667,1
9,2009-04-29,0.1184597042625104,0.1350331434286316,0.10509592865823958,-2.39597430003467,-1.7489565131310223,-1.0426581328140432,0.060899913813511786,0.036158925220079574,0.14365931920110042,0.18854778599445243,0.04868067605801096,0.22979884426213415,0.21332411522342465,,0.011957413083974355,0.2559609295288183,,-0.03557314853045068,-0.023133990604434995,-0.24349163618219927,0.2518246109231155,-0.3972638493843157,-3.4297412622804364,,,-0.0026305701758287947,0.09417864957295752,0.0,0.20916365261165226,0.042153019618994314,0.04216094232062617,-0.9390517986895281,-0.7767704741497574,1.798608870740217,0.042151077801085624,-0.9734077806569104,0.04215661510205981,0.20916365261165226,-0.07764704792480592,-0.1481024539077832,0.04906037399776397,-0.7120548663019958,0.07493498430696421,-0.04314909846601611,0.2688558389076121,0.12405579079340723,-0.01202560354636606,0.6806625229630758,-0.1764583892427285,-0.10592508293291658,0.030267904014732228,-0.007503533412768881,-0.33634871247262177,-0.005514177181046631,0.08785909297158079,0.014308342169475852,2.248883952830608,0.07635876689765175,,,0.0,,,,,,,,0.0,,,,,,,,-0.4,,,0.0,-1.0,inf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5098039215686274,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06981521449803996,-0.025167899717607023,0.03863605037634299,-0.09624669497773608,-0.17135789074265406,0.0029453794080516182,-0.23676875344610793,-0.2019672541422688,,0.06712214861018495,-0.16147750529884886,,-0.012522182516074731,,,-0.015944128980022954,0
