,index,Score
0,2010-01-27,0.7590361445783133
1,2010-03-16,0.7738095238095238
2,2010-04-28,0.5875
3,2010-06-23,0.5272727272727272
4,2010-08-10,0.5132743362831859
5,2010-09-21,0.4666666666666667
6,2010-11-03,0.6043956043956044
7,2010-12-14,0.6770833333333334
8,2011-01-26,0.6836734693877551
9,2011-03-15,0.7972972972972973
10,2011-04-27,0.6463414634146342
11,2011-06-22,0.2897196261682243
12,2011-08-09,0.3153153153153153
13,2011-09-21,0.30708661417322836
14,2011-11-02,0.41818181818181815
15,2011-12-13,0.3888888888888889
16,2012-01-25,0.6105263157894737
17,2012-03-13,0.8985507246376812
18,2012-04-25,0.7341772151898734
19,2012-06-20,0.33070866141732286
20,2012-08-01,0.4117647058823529
21,2012-09-13,0.5045871559633027
22,2012-10-24,0.5444444444444444
23,2012-12-12,0.40384615384615385
24,2013-01-30,0.948051948051948
25,2013-03-20,0.7906976744186046
26,2013-05-01,0.725
27,2013-06-19,0.6363636363636364
28,2013-07-31,0.8732394366197183
29,2013-09-18,0.4883720930232558
30,2013-10-30,0.6329113924050633
31,2013-12-18,1.0
